
id	label	sublabel	description	x	y	cluster	weight<Links>	weight<Total  link strength>	weight<No. of pub. (2000-2020)>	score<Avg. pub. year>	weight<absloute no>	weight<relative no>	score<Avg.year.set>
558	558	"hydrogel; substrate stiffness; fabrication; ethylene glycol; nanotopography"	"<table><tr><td>Micro-level field:</td><td>558</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>biomaterials; biophysical journal; scientific reports; plos one; soft matter</td></tr><tr><td>Terms:</td><td>hydrogel; substrate stiffness; fabrication; ethylene glycol; nanotopography</td></tr></table>"	-0,7037	-0,1887	2	2934	708981	15680	2013,2742	0	0	0
607	607	"chimpanzee; pan troglodyte; macaca mulatta; pan paniscus; cebus apella"	"<table><tr><td>Micro-level field:</td><td>607</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>american journal of primatology; international journal of primatology; primates; animal behaviour; plos one</td></tr><tr><td>Terms:</td><td>chimpanzee; pan troglodyte; macaca mulatta; pan paniscus; cebus apella</td></tr></table>"	-0,3008	0,0059	4	2467	286322	15122	2011,2767	0	0	0
608	608	"mixed duopoly; product differentiation; private label; price dispersion; advertising"	"<table><tr><td>Micro-level field:</td><td>608</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>international journal of industrial organization; marketing science; economics letters; review of industrial organization; rand journal of economics</td></tr><tr><td>Terms:</td><td>mixed duopoly; product differentiation; private label; price dispersion; advertising</td></tr></table>"	0,0563	0,7488	1	1657	133723	15085	2011,4432	0	0	0
642	642	"phyllodes tumor; dynamic contrast; fibroadenoma; atypical ductal hyperplasia; vacuum"	"<table><tr><td>Micro-level field:</td><td>642</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of roentgenology; breast journal; radiology; breast cancer research and treatment; breast</td></tr><tr><td>Terms:</td><td>phyllodes tumor; dynamic contrast; fibroadenoma; atypical ductal hyperplasia; vacuum</td></tr></table>"	-0,9555	-0,1365	2	2058	166246	14621	2011,1248	0	0	0
656	656	"fish meal; fatty acid composition; soybean meal; replacement; practical diet"	"<table><tr><td>Micro-level field:</td><td>656</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>aquaculture; aquaculture research; aquaculture nutrition; journal of the world aquaculture society; fish physiology and biochemistry</td></tr><tr><td>Terms:</td><td>fish meal; fatty acid composition; soybean meal; replacement; practical diet</td></tr></table>"	-0,4064	-0,2124	4	2069	200709	14490	2011,8449	0	0	0
657	657	"chitosan nanoparticle; chitosan; chitosan membrane; deacetylation; chitosan oligosaccharide"	"<table><tr><td>Micro-level field:</td><td>657</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>carbohydrate polymers; international journal of biological macromolecules; journal of applied polymer science; biomacromolecules; materials science & engineering c-materials for biological applications</td></tr><tr><td>Terms:</td><td>chitosan nanoparticle; chitosan; chitosan membrane; deacetylation; chitosan oligosaccharide</td></tr></table>"	-0,0896	-0,4408	3	2682	452083	14468	2012,6272	0	0	0
690	690	"craniopharyngioma; pituitary adenoma; cushing; transsphenoidal surgery; cleft cyst"	"<table><tr><td>Micro-level field:</td><td>690</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pituitary; journal of clinical endocrinology & metabolism; world neurosurgery; european journal of endocrinology; journal of neurosurgery</td></tr><tr><td>Terms:</td><td>craniopharyngioma; pituitary adenoma; cushing; transsphenoidal surgery; cleft cyst</td></tr></table>"	-0,9747	-0,1172	2	1804	132615	14150	2011,7483	0	0	0
691	691	"melting; silicon cluster; metal cluster; global optimization; nanoparticle"	"<table><tr><td>Micro-level field:</td><td>691</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of chemical physics; journal of physical chemistry a; physical review b; chemical physics letters; journal of physical chemistry c</td></tr><tr><td>Terms:</td><td>melting; silicon cluster; metal cluster; global optimization; nanoparticle</td></tr></table>"	0,6076	-0,5546	3	1860	237011	14142	2009,8531	0	0	0
692	692	"multilevel fast multipole algorithm; diffraction; revolution; mlfma; fast multipole method"	"<table><tr><td>Micro-level field:</td><td>692</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on antennas and propagation; ieee antennas and propagation society international symposium; microwave and optical technology letters; ieee antennas and wireless propagation letters; journal of electromagnetic waves and applications</td></tr><tr><td>Terms:</td><td>multilevel fast multipole algorithm; diffraction; revolution; mlfma; fast multipole method</td></tr></table>"	0,9429	-0,0448	5	1563	51974	14133	2010,4461	0	0	0
709	709	"gold; pauson khand reaction; gold catalysis; cycloisomerization; ynamide"	"<table><tr><td>Micro-level field:</td><td>709</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>organic letters; journal of organic chemistry; angewandte chemie-international edition; journal of the american chemical society; tetrahedron letters</td></tr><tr><td>Terms:</td><td>gold; pauson khand reaction; gold catalysis; cycloisomerization; ynamide</td></tr></table>"	0,0219	-0,7221	3	1482	471297	13957	2012,1312	1	7,16486350935015E-05	2016
710	710	"gas diffusion layer; bipolar plate; pem fuel cell system; micro direct methanol fuel cell; gdl"	"<table><tr><td>Micro-level field:</td><td>710</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of power sources; international journal of hydrogen energy; journal of the electrochemical society; ecs transactions; electrochimica acta</td></tr><tr><td>Terms:</td><td>gas diffusion layer; bipolar plate; pem fuel cell system; micro direct methanol fuel cell; gdl</td></tr></table>"	0,6134	-0,4924	3	1947	156091	13956	2011,9946	0	0	0
725	725	"electromagnetic interference; microwave absorption property; emi; fabric; electromagnetic wave absorption"	"<table><tr><td>Micro-level field:</td><td>725</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of magnetism and magnetic materials; journal of alloys and compounds; journal of materials science-materials in electronics; ceramics international; journal of applied physics</td></tr><tr><td>Terms:</td><td>electromagnetic interference; microwave absorption property; emi; fabric; electromagnetic wave absorption</td></tr></table>"	0,6758	-0,5124	3	2004	193959	13836	2014,2107	0	0	0
726	726	"polycyclic aromatic hydrocarbons; deepwater horizon oil spill; nitrobenzanthrone; hydroxypyrene; hydrocarbon"	"<table><tr><td>Micro-level field:</td><td>726</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>marine pollution bulletin; science of the total environment; environmental science & technology; chemosphere; environmental pollution</td></tr><tr><td>Terms:</td><td>polycyclic aromatic hydrocarbons; deepwater horizon oil spill; nitrobenzanthrone; hydroxypyrene; hydrocarbon</td></tr></table>"	-0,0519	-0,2563	4	2618	264737	13834	2011,7056	0	0	0
741	741	"diamino; pbx; hmx; tatb; tetranitro"	"<table><tr><td>Micro-level field:</td><td>741</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>propellants explosives pyrotechnics; aip conference proceedings; journal of thermal analysis and calorimetry; journal of physical chemistry a; central european journal of energetic materials</td></tr><tr><td>Terms:</td><td>diamino; pbx; hmx; tatb; tetranitro</td></tr></table>"	0,5241	-0,5319	3	2005	99447	13702	2012,1772	0	0	0
757	757	"cardiac syndrome x; mapping; myocardial viability; pet; hibernating myocardium"	"<table><tr><td>Micro-level field:</td><td>757</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of nuclear cardiology; international journal of cardiology; american journal of cardiology; journal of the american college of cardiology; journal of nuclear medicine</td></tr><tr><td>Terms:</td><td>cardiac syndrome x; mapping; myocardial viability; pet; hibernating myocardium</td></tr></table>"	-0,9065	0,0013	2	1878	197414	13582	2010,244	0	0	0
758	758	"trachoma; intermittent exotropia; visual impairment; low vision; myopia progression"	"<table><tr><td>Micro-level field:</td><td>758</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>investigative ophthalmology & visual science; optometry and vision science; british journal of ophthalmology; ophthalmology; ophthalmic epidemiology</td></tr><tr><td>Terms:</td><td>trachoma; intermittent exotropia; visual impairment; low vision; myopia progression</td></tr></table>"	-0,8093	-0,0538	2	2154	133884	13563	2011,8742	0	0	0
759	759	"polyoxometalate; structure; h2o; hydrothermal synthesis; characterization"	"<table><tr><td>Micro-level field:</td><td>759</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>inorganic chemistry; dalton transactions; inorganic chemistry communications; european journal of inorganic chemistry; chemical communications</td></tr><tr><td>Terms:</td><td>polyoxometalate; structure; h2o; hydrothermal synthesis; characterization</td></tr></table>"	0,356	-0,6275	3	1883	214103	13553	2010,7404	0	0	0
776	776	"mimo detection; space time code; lattice reduction; differential space time modulation; transmit antenna"	"<table><tr><td>Micro-level field:</td><td>776</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee vehicular technology conference proceedings; ieee global telecommunications conference (globecom); ieee transactions on wireless communications; ieee transactions on communications; ieee international conference on communications</td></tr><tr><td>Terms:</td><td>mimo detection; space time code; lattice reduction; differential space time modulation; transmit antenna</td></tr></table>"	0,8485	0,5356	5	1084	57541	13411	2008,286	0	0	0
777	777	"postpartum depression; depression; depressive symptom; anxiety; edinburgh postnatal depression scale"	"<table><tr><td>Micro-level field:</td><td>777</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>archives of womens mental health; journal of affective disorders; maternal and child health journal; journal of reproductive and infant psychology; bmc pregnancy and childbirth</td></tr><tr><td>Terms:</td><td>postpartum depression; depression; depressive symptom; anxiety; edinburgh postnatal depression scale</td></tr></table>"	-0,6384	0,3829	2	1950	269829	13405	2013,2746	0	0	0
791	791	"virgin olive oil; oleuropein; hydroxytyrosol; olea europaea l; olive tree"	"<table><tr><td>Micro-level field:</td><td>791</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Sources:</td><td>food chemistry; journal of agricultural and food chemistry; european journal of lipid science and technology; journal of the american oil chemists society; acta horticulturae</td></tr><tr><td>Terms:</td><td>virgin olive oil; oleuropein; hydroxytyrosol; olea europaea l; olive tree</td></tr></table>"	-0,456	-0,3735	4	2521	228971	13206	2012,3192	0	0	0
792	792	"reaction; kinetics; kinetic modeling study; oxidation; incandescence"	"<table><tr><td>Micro-level field:</td><td>792</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>combustion and flame; journal of physical chemistry a; proceedings of the combustion institute; fuel; energy & fuels</td></tr><tr><td>Terms:</td><td>reaction; kinetics; kinetic modeling study; oxidation; incandescence</td></tr></table>"	0,6622	-0,2936	3	1837	165505	13203	2011,6504	0	0	0
793	793	"health literacy; readability; health information; youtube; patient activation"	"<table><tr><td>Micro-level field:</td><td>793</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of medical internet research; patient education and counseling; journal of health communication; studies in health technology and informatics; journal of the american medical informatics association</td></tr><tr><td>Terms:</td><td>health literacy; readability; health information; youtube; patient activation</td></tr></table>"	-0,5585	0,4716	2	2016	205706	13202	2013,2131	0	0	0
809	809	"travel behavior; mode choice; public transport; travel; car ownership"	"<table><tr><td>Micro-level field:</td><td>809</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>transportation research record; journal of transport geography; transportation research part a-policy and practice; transportation; transport policy</td></tr><tr><td>Terms:</td><td>travel behavior; mode choice; public transport; travel; car ownership</td></tr></table>"	0,1464	0,6198	1	1923	159203	13036	2013,1934	0	0	0
810	810	"deoxy delta; prostaglandin j; ppar; pro12ala polymorphism; receptor gamma"	"<table><tr><td>Micro-level field:</td><td>810</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>ppar research; journal of biological chemistry; biochemical and biophysical research communications; plos one; bioorganic & medicinal chemistry letters</td></tr><tr><td>Terms:</td><td>deoxy delta; prostaglandin j; ppar; pro12ala polymorphism; receptor gamma</td></tr></table>"	-0,8007	-0,181	2	2309	467687	13021	2009,6226	0	0	0
825	825	"self employment; entrepreneurial intention; social entrepreneurship"	"<table><tr><td>Micro-level field:</td><td>825</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Sources:</td><td>small business economics; journal of business venturing; entrepreneurship theory and practice; entrepreneurship and regional development; journal of small business management</td></tr><tr><td>Terms:</td><td>self employment; entrepreneurial intention; social entrepreneurship</td></tr></table>"	-0,0195	0,7725	1	1676	213149	12903	2013,9523	0	0	0
